user_id,question_id,subject,topic,answer_correct,confidence,time_taken,expected_time,confidence_error,speed_score,fake_confidence,guess_flag,strategy_type
S35,104,DSA,Stack,0,2,10,8.0,2,0.8947499999999999,0,0,mixed
S36,123,DSA,Stack,0,1,13,8.0,1,0.6882692307692307,0,0,mixed
S36,246,DSA,Queue,0,5,9,8.0,5,0.9941666666666666,1,0,pattern
S36,165,DSA,Stack,1,2,15,8.0,0,0.5965,0,1,mixed
S36,98,DSA,Stack,0,1,6,8.0,1,1.49125,0,0,trial
S36,182,DSA,Queue,0,1,13,8.0,1,0.6882692307692307,0,0,mixed
S36,42,DSA,Stack,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S36,106,DSA,Stack,0,2,13,8.0,2,0.6882692307692307,0,0,mixed
S36,242,DSA,Queue,0,4,14,8.0,4,0.6391071428571429,1,0,pattern
S36,56,DSA,Stack,1,3,13,8.0,0,0.6882692307692307,0,0,mixed
S36,52,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,trial
S37,18,DSA,Stack,1,3,4,8.0,0,2.236875,0,0,mixed
S37,222,DSA,Queue,0,2,6,8.0,2,1.49125,0,0,trial
S37,127,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S37,42,DSA,Stack,1,1,13,8.0,0,0.6882692307692307,0,1,mixed
S37,184,DSA,Queue,1,1,6,8.0,0,1.49125,0,1,mixed
S37,180,DSA,Queue,1,2,10,8.0,0,0.8947499999999999,0,1,mixed
S37,79,DSA,Stack,1,4,7,8.0,0,1.2782142857142855,0,0,mixed
S37,255,DSA,Queue,0,4,3,8.0,4,2.9825,1,0,trial
S37,201,DSA,Queue,1,3,10,8.0,0,0.8947499999999999,0,0,mixed
S37,246,DSA,Queue,0,5,3,8.0,5,2.9825,1,0,trial
S38,230,DSA,Queue,1,1,5,8.0,0,1.7895,0,1,mixed
S38,256,DSA,Queue,1,2,3,8.0,0,2.9825,0,1,mixed
S38,203,DSA,Queue,0,5,13,8.0,5,0.6882692307692307,1,0,pattern
S38,215,DSA,Queue,1,5,5,8.0,0,1.7895,0,0,mixed
S38,246,DSA,Queue,0,4,3,8.0,4,2.9825,1,0,trial
S38,11,DSA,Stack,0,5,4,8.0,5,2.236875,1,0,trial
S38,183,DSA,Queue,0,5,6,8.0,5,1.49125,1,0,trial
S38,233,DSA,Queue,0,3,13,8.0,3,0.6882692307692307,0,0,mixed
S38,153,DSA,Stack,1,4,4,8.0,0,2.236875,0,0,mixed
S38,243,DSA,Queue,0,3,6,8.0,3,1.49125,0,0,trial
S39,199,DSA,Queue,1,2,3,8.0,0,2.9825,0,1,mixed
S39,142,DSA,Stack,1,4,8,8.0,0,1.1184375,0,0,mixed
S39,231,DSA,Queue,0,2,4,8.0,2,2.236875,0,0,trial
S39,264,DSA,Queue,1,5,5,8.0,0,1.7895,0,0,mixed
S39,64,DSA,Stack,1,3,12,8.0,0,0.745625,0,0,mixed
S39,126,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,trial
S39,136,DSA,Stack,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S39,55,DSA,Stack,1,3,15,8.0,0,0.5965,0,0,mixed
S39,207,DSA,Queue,1,5,7,8.0,0,1.2782142857142855,0,0,mixed
S39,78,DSA,Stack,0,2,7,8.0,2,1.2782142857142855,0,0,mixed
S40,151,DSA,Stack,1,2,8,8.0,0,1.1184375,0,1,mixed
S40,77,DSA,Stack,1,5,3,8.0,0,2.9825,0,0,mixed
S40,72,DSA,Stack,0,3,10,8.0,3,0.8947499999999999,0,0,mixed
S40,156,DSA,Stack,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S40,191,DSA,Queue,1,4,6,8.0,0,1.49125,0,0,mixed
S40,121,DSA,Stack,1,5,12,8.0,0,0.745625,0,0,conceptual
S40,125,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,mixed
S40,222,DSA,Queue,0,1,14,8.0,1,0.6391071428571429,0,0,mixed
S40,80,DSA,Stack,1,1,6,8.0,0,1.49125,0,1,trial
S40,211,DSA,Queue,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S41,112,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,trial
S41,219,DSA,Queue,0,5,12,8.0,5,0.745625,1,0,pattern
S41,64,DSA,Stack,1,1,3,8.0,0,2.9825,0,1,mixed
S41,87,DSA,Stack,0,2,7,8.0,2,1.2782142857142855,0,0,mixed
S41,43,DSA,Stack,1,3,8,8.0,0,1.1184375,0,0,mixed
S41,33,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,trial
S41,41,DSA,Stack,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S41,59,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,trial
S41,186,DSA,Queue,0,3,13,8.0,3,0.6882692307692307,0,0,mixed
S41,243,DSA,Queue,1,2,13,8.0,0,0.6882692307692307,0,1,mixed
S42,284,DSA,Queue,1,1,4,8.0,0,2.236875,0,1,mixed
S42,221,DSA,Queue,1,4,3,8.0,0,2.9825,0,0,mixed
S42,73,DSA,Stack,1,1,15,8.0,0,0.5965,0,1,mixed
S42,37,DSA,Stack,1,4,13,8.0,0,0.6882692307692307,0,0,conceptual
S42,159,DSA,Stack,1,3,15,8.0,0,0.5965,0,0,pattern
S42,63,DSA,Stack,1,3,3,8.0,0,2.9825,0,0,mixed
S42,257,DSA,Queue,1,2,9,8.0,0,0.9941666666666666,0,1,mixed
S42,173,DSA,Queue,1,4,5,8.0,0,1.7895,0,0,mixed
S42,48,DSA,Stack,1,3,6,8.0,0,1.49125,0,0,mixed
S42,129,DSA,Stack,1,3,15,8.0,0,0.5965,0,0,mixed
S43,14,DSA,Stack,1,4,7,8.0,0,1.2782142857142855,0,0,mixed
S43,230,DSA,Queue,1,1,6,8.0,0,1.49125,0,1,mixed
S43,129,DSA,Stack,1,1,11,8.0,0,0.8134090909090909,0,1,mixed
S43,183,DSA,Queue,1,5,7,8.0,0,1.2782142857142855,0,0,mixed
S43,11,DSA,Stack,0,5,14,8.0,5,0.6391071428571429,1,0,pattern
S43,187,DSA,Queue,0,4,14,8.0,4,0.6391071428571429,1,0,pattern
S43,249,DSA,Queue,0,4,10,8.0,4,0.8947499999999999,1,0,pattern
S43,201,DSA,Queue,0,3,5,8.0,3,1.7895,0,0,trial
S43,140,DSA,Stack,1,3,3,8.0,0,2.9825,0,0,mixed
S43,6,DSA,Stack,0,1,10,,1,0.8947499999999999,0,0,mixed
S44,259,DSA,Queue,1,1,9,8.0,0,0.9941666666666666,0,1,mixed
S44,16,DSA,Stack,1,5,9,8.0,0,0.9941666666666666,0,0,mixed
S44,17,DSA,Stack,0,1,6,8.0,1,1.49125,0,0,conceptual
S44,59,DSA,Stack,1,3,10,8.0,0,0.8947499999999999,0,0,mixed
S44,204,DSA,Queue,0,3,15,8.0,3,0.5965,0,0,mixed
S44,243,DSA,Queue,1,1,6,8.0,0,1.49125,0,1,mixed
S44,94,DSA,Stack,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S44,162,DSA,Stack,1,1,12,8.0,0,0.745625,0,1,mixed
S44,225,DSA,Queue,1,4,5,8.0,0,1.7895,0,0,mixed
S44,178,DSA,Queue,0,5,13,8.0,5,0.6882692307692307,1,0,pattern
S45,236,DSA,Queue,0,5,13,8.0,5,0.6882692307692307,1,0,pattern
S45,170,DSA,Stack,0,1,5,8.0,1,1.7895,0,0,trial
S45,182,DSA,Queue,0,5,11,8.0,5,0.8134090909090909,1,0,pattern
S45,90,DSA,Stack,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S45,103,DSA,Stack,1,3,13,8.0,0,0.6882692307692307,0,0,conceptual
S45,290,DSA,Queue,1,1,7,8.0,0,1.2782142857142855,0,1,mixed
S45,95,DSA,Stack,1,5,9,8.0,0,0.9941666666666666,0,0,mixed
S45,283,DSA,Queue,1,5,8,8.0,0,1.1184375,0,0,mixed
S45,47,DSA,Stack,0,1,4,8.0,1,2.236875,0,0,conceptual
S45,256,DSA,Queue,1,1,3,8.0,0,2.9825,0,1,mixed
S46,2,DSA,Stack,1,3,10,,0,0.8947499999999999,0,0,mixed
S46,59,DSA,Stack,0,4,8,8.0,4,1.1184375,1,0,pattern
S46,180,DSA,Queue,1,4,7,8.0,0,1.2782142857142855,0,0,mixed
S46,23,DSA,Stack,0,5,8,8.0,5,1.1184375,1,0,pattern
S46,86,DSA,Stack,0,1,14,8.0,1,0.6391071428571429,0,0,mixed
S46,101,DSA,Stack,1,2,8,8.0,0,1.1184375,0,1,mixed
S46,191,DSA,Queue,1,2,15,8.0,0,0.5965,0,1,mixed
S46,18,DSA,Stack,0,1,7,8.0,1,1.2782142857142855,0,0,mixed
S46,222,DSA,Queue,1,5,15,8.0,0,0.5965,0,0,conceptual
S46,27,DSA,Stack,0,2,4,8.0,2,2.236875,0,0,trial
S47,197,DSA,Queue,0,3,3,8.0,3,2.9825,0,0,trial
S47,240,DSA,Queue,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S47,191,DSA,Queue,0,4,12,8.0,4,0.745625,1,0,pattern
S47,171,DSA,Queue,0,4,5,8.0,4,1.7895,1,0,trial
S47,5,DSA,Stack,1,3,14,,0,0.6391071428571429,0,0,mixed
S47,283,DSA,Queue,1,4,4,8.0,0,2.236875,0,0,mixed
S47,83,DSA,Stack,0,1,15,8.0,1,0.5965,0,0,mixed
S47,277,DSA,Queue,0,4,4,8.0,4,2.236875,1,0,trial
S47,88,DSA,Stack,0,4,13,8.0,4,0.6882692307692307,1,0,pattern
S47,37,DSA,Stack,1,1,5,8.0,0,1.7895,0,1,mixed
S48,246,DSA,Queue,1,5,12,8.0,0,0.745625,0,0,conceptual
S48,265,DSA,Queue,0,3,15,8.0,3,0.5965,0,0,mixed
S48,167,DSA,Stack,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S48,1,DSA,Stack,1,2,7,6.0,0,1.2782142857142855,0,1,mixed
S48,203,DSA,Queue,0,4,13,8.0,4,0.6882692307692307,1,0,pattern
S48,267,DSA,Queue,1,3,14,8.0,0,0.6391071428571429,0,0,mixed
S48,91,DSA,Stack,1,2,4,8.0,0,2.236875,0,1,mixed
S48,153,DSA,Stack,0,4,3,8.0,4,2.9825,1,0,trial
S48,108,DSA,Stack,1,4,10,8.0,0,0.8947499999999999,0,0,mixed
S48,281,DSA,Queue,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S49,268,DSA,Queue,0,2,3,8.0,2,2.9825,0,0,trial
S49,197,DSA,Queue,0,5,14,8.0,5,0.6391071428571429,1,0,pattern
S49,91,DSA,Stack,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S49,183,DSA,Queue,1,3,13,8.0,0,0.6882692307692307,0,0,mixed
S49,185,DSA,Queue,1,4,14,8.0,0,0.6391071428571429,0,0,conceptual
S49,97,DSA,Stack,0,5,15,8.0,5,0.5965,1,0,pattern
S49,233,DSA,Queue,0,4,15,8.0,4,0.5965,1,0,pattern
S49,23,DSA,Stack,1,3,13,8.0,0,0.6882692307692307,0,0,conceptual
S49,163,DSA,Stack,0,5,15,8.0,5,0.5965,1,0,pattern
S49,278,DSA,Queue,1,4,3,8.0,0,2.9825,0,0,mixed
S50,196,DSA,Queue,1,4,10,8.0,0,0.8947499999999999,0,0,mixed
S50,182,DSA,Queue,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S50,161,DSA,Stack,0,1,11,8.0,1,0.8134090909090909,0,0,mixed
S50,77,DSA,Stack,0,2,11,8.0,2,0.8134090909090909,0,0,mixed
S50,60,DSA,Stack,1,2,5,8.0,0,1.7895,0,1,mixed
S50,66,DSA,Stack,1,1,7,8.0,0,1.2782142857142855,0,1,mixed
S50,219,DSA,Queue,1,5,5,8.0,0,1.7895,0,0,mixed
S50,216,DSA,Queue,0,1,9,8.0,1,0.9941666666666666,0,0,mixed
S50,62,DSA,Stack,0,5,15,8.0,5,0.5965,1,0,pattern
S50,120,DSA,Stack,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S51,175,DSA,Queue,1,1,3,8.0,0,2.9825,0,1,mixed
S51,149,DSA,Stack,1,1,12,8.0,0,0.745625,0,1,mixed
S51,78,DSA,Stack,1,4,13,8.0,0,0.6882692307692307,0,0,conceptual
S51,282,DSA,Queue,1,5,5,8.0,0,1.7895,0,0,mixed
S51,54,DSA,Stack,0,4,13,8.0,4,0.6882692307692307,1,0,pattern
S51,197,DSA,Queue,0,4,11,8.0,4,0.8134090909090909,1,0,pattern
S51,99,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,trial
S51,35,DSA,Stack,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S51,19,DSA,Stack,1,2,11,8.0,0,0.8134090909090909,0,1,mixed
S51,236,DSA,Queue,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S52,21,DSA,Stack,1,3,5,8.0,0,1.7895,0,0,mixed
S52,251,DSA,Queue,0,3,3,8.0,3,2.9825,0,0,trial
S52,70,DSA,Stack,1,3,6,8.0,0,1.49125,0,0,mixed
S52,185,DSA,Queue,0,4,15,8.0,4,0.5965,1,0,pattern
S52,27,DSA,Stack,0,3,5,8.0,3,1.7895,0,0,trial
S52,235,DSA,Queue,0,5,6,8.0,5,1.49125,1,0,trial
S52,88,DSA,Stack,1,2,4,8.0,0,2.236875,0,1,mixed
S52,32,DSA,Stack,0,1,4,8.0,1,2.236875,0,0,trial
S52,181,DSA,Queue,0,2,13,8.0,2,0.6882692307692307,0,0,mixed
S52,126,DSA,Stack,1,1,7,8.0,0,1.2782142857142855,0,1,mixed
S53,230,DSA,Queue,1,5,11,8.0,0,0.8134090909090909,0,0,conceptual
S53,85,DSA,Stack,0,1,8,8.0,1,1.1184375,0,0,mixed
S53,105,DSA,Stack,1,2,14,8.0,0,0.6391071428571429,0,1,mixed
S53,11,DSA,Stack,1,2,11,8.0,0,0.8134090909090909,0,1,mixed
S53,215,DSA,Queue,0,5,12,8.0,5,0.745625,1,0,trial
S53,224,DSA,Queue,1,2,8,8.0,0,1.1184375,0,1,mixed
S53,180,DSA,Queue,0,2,15,8.0,2,0.5965,0,0,mixed
S53,164,DSA,Stack,0,3,6,8.0,3,1.49125,0,0,trial
S53,176,DSA,Queue,0,1,7,8.0,1,1.2782142857142855,0,0,mixed
S53,202,DSA,Queue,0,5,6,8.0,5,1.49125,1,0,trial
S54,2,DSA,Stack,1,3,8,,0,1.1184375,0,0,conceptual
S54,108,DSA,Stack,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S54,169,DSA,Stack,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S54,79,DSA,Stack,1,5,4,8.0,0,2.236875,0,0,mixed
S54,268,DSA,Queue,0,3,5,8.0,3,1.7895,0,0,mixed
S54,91,DSA,Stack,0,2,12,8.0,2,0.745625,0,0,mixed
S54,107,DSA,Stack,1,3,15,8.0,0,0.5965,0,0,mixed
S54,145,DSA,Stack,0,3,8,8.0,3,1.1184375,0,0,mixed
S54,112,DSA,Stack,1,4,10,8.0,0,0.8947499999999999,0,0,mixed
S54,247,DSA,Queue,0,2,8,8.0,2,1.1184375,0,0,mixed
S55,232,DSA,Queue,1,4,6,8.0,0,1.49125,0,0,pattern
S55,110,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,trial
S55,53,DSA,Stack,0,5,11,8.0,5,0.8134090909090909,1,0,pattern
S55,96,DSA,Stack,1,2,9,8.0,0,0.9941666666666666,0,1,mixed
S55,159,DSA,Stack,0,1,4,8.0,1,2.236875,0,0,trial
S55,284,DSA,Queue,0,3,7,8.0,3,1.2782142857142855,0,0,mixed
S55,225,DSA,Queue,1,4,11,8.0,0,0.8134090909090909,0,0,conceptual
S55,143,DSA,Stack,0,4,6,8.0,4,1.49125,1,0,trial
S55,212,DSA,Queue,0,2,13,8.0,2,0.6882692307692307,0,0,mixed
S55,177,DSA,Queue,1,3,11,8.0,0,0.8134090909090909,0,0,mixed
S56,34,DSA,Stack,1,3,10,8.0,0,0.8947499999999999,0,0,mixed
S56,11,DSA,Stack,1,3,7,8.0,0,1.2782142857142855,0,0,mixed
S56,245,DSA,Queue,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S56,166,DSA,Stack,1,1,11,8.0,0,0.8134090909090909,0,1,pattern
S56,14,DSA,Stack,0,3,7,8.0,3,1.2782142857142855,0,0,mixed
S56,274,DSA,Queue,1,3,8,8.0,0,1.1184375,0,0,mixed
S56,287,DSA,Queue,0,1,9,8.0,1,0.9941666666666666,0,0,mixed
S56,170,DSA,Stack,1,3,13,8.0,0,0.6882692307692307,0,0,mixed
S56,104,DSA,Stack,1,4,15,8.0,0,0.5965,0,0,conceptual
S56,285,DSA,Queue,1,5,4,8.0,0,2.236875,0,0,mixed
S57,106,DSA,Stack,0,1,3,8.0,1,2.9825,0,0,trial
S57,221,DSA,Queue,1,1,14,8.0,0,0.6391071428571429,0,1,mixed
S57,103,DSA,Stack,0,2,11,8.0,2,0.8134090909090909,0,0,mixed
S57,165,DSA,Stack,1,2,4,8.0,0,2.236875,0,1,trial
S57,22,DSA,Stack,1,5,7,8.0,0,1.2782142857142855,0,0,mixed
S57,211,DSA,Queue,0,1,12,8.0,1,0.745625,0,0,mixed
S57,15,DSA,Stack,1,5,3,8.0,0,2.9825,0,0,mixed
S57,13,DSA,Stack,0,1,11,8.0,1,0.8134090909090909,0,0,mixed
S57,169,DSA,Stack,1,5,5,8.0,0,1.7895,0,0,mixed
S57,231,DSA,Queue,1,4,11,8.0,0,0.8134090909090909,0,0,conceptual
S58,248,DSA,Queue,0,2,14,8.0,2,0.6391071428571429,0,0,mixed
S58,255,DSA,Queue,1,5,7,8.0,0,1.2782142857142855,0,0,conceptual
S58,274,DSA,Queue,0,3,3,8.0,3,2.9825,0,0,trial
S58,31,DSA,Stack,1,1,5,8.0,0,1.7895,0,1,mixed
S58,178,DSA,Queue,1,4,11,8.0,0,0.8134090909090909,0,0,conceptual
S58,164,DSA,Stack,0,3,4,8.0,3,2.236875,0,0,trial
S58,140,DSA,Stack,0,2,8,8.0,2,1.1184375,0,0,mixed
S58,201,DSA,Queue,0,1,6,8.0,1,1.49125,0,0,trial
S58,77,DSA,Stack,0,1,3,8.0,1,2.9825,0,0,trial
S58,143,DSA,Stack,1,2,6,8.0,0,1.49125,0,1,mixed
S59,264,DSA,Queue,0,3,8,8.0,3,1.1184375,0,0,mixed
S59,158,DSA,Stack,1,2,3,8.0,0,2.9825,0,1,mixed
S59,10,DSA,Stack,0,4,7,,4,1.2782142857142855,1,0,trial
S59,254,DSA,Queue,0,3,6,8.0,3,1.49125,0,0,trial
S59,44,DSA,Stack,0,3,14,8.0,3,0.6391071428571429,0,0,mixed
S59,63,DSA,Stack,0,3,4,8.0,3,2.236875,0,0,trial
S59,40,DSA,Stack,1,5,11,8.0,0,0.8134090909090909,0,0,conceptual
S59,199,DSA,Queue,1,1,12,8.0,0,0.745625,0,1,mixed
S59,125,DSA,Stack,1,5,11,8.0,0,0.8134090909090909,0,0,conceptual
S59,273,DSA,Queue,0,1,3,8.0,1,2.9825,0,0,trial
S60,288,DSA,Queue,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S60,13,DSA,Stack,1,5,13,8.0,0,0.6882692307692307,0,0,conceptual
S60,235,DSA,Queue,0,4,6,8.0,4,1.49125,1,0,trial
S60,214,DSA,Queue,1,5,14,8.0,0,0.6391071428571429,0,0,conceptual
S60,257,DSA,Queue,0,1,15,8.0,1,0.5965,0,0,mixed
S60,238,DSA,Queue,1,3,8,8.0,0,1.1184375,0,0,mixed
S60,228,DSA,Queue,1,2,4,8.0,0,2.236875,0,1,mixed
S60,86,DSA,Stack,1,5,5,8.0,0,1.7895,0,0,mixed
S60,139,DSA,Stack,1,3,4,8.0,0,2.236875,0,0,mixed
S60,271,DSA,Queue,0,2,4,8.0,2,2.236875,0,0,trial
S61,272,DSA,Queue,1,3,3,8.0,0,2.9825,0,0,mixed
S61,17,DSA,Stack,0,5,5,8.0,5,1.7895,1,0,trial
S61,248,DSA,Queue,0,3,13,8.0,3,0.6882692307692307,0,0,mixed
S61,78,DSA,Stack,0,4,8,8.0,4,1.1184375,1,0,mixed
S61,178,DSA,Queue,0,4,14,8.0,4,0.6391071428571429,1,0,pattern
S61,270,DSA,Queue,0,3,11,8.0,3,0.8134090909090909,0,0,mixed
S61,29,DSA,Stack,0,1,8,8.0,1,1.1184375,0,0,mixed
S61,24,DSA,Stack,0,5,7,8.0,5,1.2782142857142855,1,0,pattern
S61,69,DSA,Stack,1,3,9,8.0,0,0.9941666666666666,0,0,conceptual
S61,215,DSA,Queue,0,3,7,8.0,3,1.2782142857142855,0,0,mixed
S62,23,DSA,Stack,1,1,14,8.0,0,0.6391071428571429,0,1,mixed
S62,79,DSA,Stack,1,1,6,8.0,0,1.49125,0,1,mixed
S62,57,DSA,Stack,0,5,8,8.0,5,1.1184375,1,0,pattern
S62,51,DSA,Stack,0,4,13,8.0,4,0.6882692307692307,1,0,pattern
S62,188,DSA,Queue,1,4,8,8.0,0,1.1184375,0,0,conceptual
S62,139,DSA,Stack,1,1,8,8.0,0,1.1184375,0,1,mixed
S62,286,DSA,Queue,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S62,216,DSA,Queue,1,1,4,8.0,0,2.236875,0,1,mixed
S62,141,DSA,Stack,0,5,3,8.0,5,2.9825,1,0,trial
S62,233,DSA,Queue,1,4,3,8.0,0,2.9825,0,0,mixed
S63,153,DSA,Stack,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S63,242,DSA,Queue,1,1,3,8.0,0,2.9825,0,1,mixed
S63,212,DSA,Queue,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S63,232,DSA,Queue,0,4,6,8.0,4,1.49125,1,0,trial
S63,74,DSA,Stack,1,4,11,8.0,0,0.8134090909090909,0,0,conceptual
S63,157,DSA,Stack,0,4,8,8.0,4,1.1184375,1,0,pattern
S63,98,DSA,Stack,0,5,12,8.0,5,0.745625,1,0,pattern
S63,33,DSA,Stack,1,2,14,8.0,0,0.6391071428571429,0,1,mixed
S63,104,DSA,Stack,0,5,9,8.0,5,0.9941666666666666,1,0,pattern
S63,239,DSA,Queue,0,2,10,8.0,2,0.8947499999999999,0,0,mixed
S64,169,DSA,Stack,0,1,6,8.0,1,1.49125,0,0,trial
S64,264,DSA,Queue,0,2,11,8.0,2,0.8134090909090909,0,0,mixed
S64,106,DSA,Stack,1,5,7,8.0,0,1.2782142857142855,0,0,mixed
S64,3,DSA,Stack,1,5,14,,0,0.6391071428571429,0,0,conceptual
S64,69,DSA,Stack,1,3,9,8.0,0,0.9941666666666666,0,0,mixed
S64,213,DSA,Queue,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S64,165,DSA,Stack,1,1,4,8.0,0,2.236875,0,1,mixed
S64,80,DSA,Stack,0,5,10,8.0,5,0.8947499999999999,1,0,pattern
S64,256,DSA,Queue,1,5,5,8.0,0,1.7895,0,0,mixed
S64,51,DSA,Stack,1,4,8,8.0,0,1.1184375,0,0,mixed
S65,287,DSA,Queue,1,3,14,8.0,0,0.6391071428571429,0,0,mixed
S65,10,DSA,Stack,0,1,15,,1,0.5965,0,0,mixed
S65,60,DSA,Stack,1,1,11,8.0,0,0.8134090909090909,0,1,pattern
S65,191,DSA,Queue,1,3,4,8.0,0,2.236875,0,0,mixed
S65,99,DSA,Stack,0,1,8,8.0,1,1.1184375,0,0,mixed
S65,34,DSA,Stack,1,1,10,8.0,0,0.8947499999999999,0,1,mixed
S65,51,DSA,Stack,0,2,8,8.0,2,1.1184375,0,0,mixed
S65,238,DSA,Queue,0,5,11,8.0,5,0.8134090909090909,1,0,pattern
S65,105,DSA,Stack,0,3,15,8.0,3,0.5965,0,0,mixed
S65,91,DSA,Stack,0,4,7,8.0,4,1.2782142857142855,1,0,pattern
S66,63,DSA,Stack,1,2,9,8.0,0,0.9941666666666666,0,1,mixed
S66,200,DSA,Queue,0,3,6,8.0,3,1.49125,0,0,trial
S66,7,DSA,Stack,1,2,7,,0,1.2782142857142855,0,1,mixed
S66,94,DSA,Stack,1,5,13,8.0,0,0.6882692307692307,0,0,conceptual
S66,37,DSA,Stack,0,2,6,8.0,2,1.49125,0,0,trial
S66,224,DSA,Queue,0,3,4,8.0,3,2.236875,0,0,trial
S66,278,DSA,Queue,1,1,12,8.0,0,0.745625,0,1,mixed
S66,261,DSA,Queue,1,5,10,8.0,0,0.8947499999999999,0,0,mixed
S66,41,DSA,Stack,0,2,13,8.0,2,0.6882692307692307,0,0,mixed
S66,84,DSA,Stack,1,5,7,8.0,0,1.2782142857142855,0,0,mixed
S67,94,DSA,Stack,0,3,9,8.0,3,0.9941666666666666,0,0,mixed
S67,249,DSA,Queue,1,2,12,8.0,0,0.745625,0,1,mixed
S67,219,DSA,Queue,1,2,11,8.0,0,0.8134090909090909,0,1,mixed
S67,225,DSA,Queue,0,2,3,8.0,2,2.9825,0,0,trial
S67,82,DSA,Stack,1,1,4,8.0,0,2.236875,0,1,mixed
S67,184,DSA,Queue,1,3,9,8.0,0,0.9941666666666666,0,0,mixed
S67,241,DSA,Queue,0,2,5,8.0,2,1.7895,0,0,trial
S67,81,DSA,Stack,0,2,10,8.0,2,0.8947499999999999,0,0,mixed
S67,50,DSA,Stack,1,5,6,8.0,0,1.49125,0,0,mixed
S67,157,DSA,Stack,1,4,5,8.0,0,1.7895,0,0,conceptual
S68,69,DSA,Stack,1,3,4,8.0,0,2.236875,0,0,conceptual
S68,256,DSA,Queue,0,4,5,8.0,4,1.7895,1,0,trial
S68,52,DSA,Stack,0,4,11,8.0,4,0.8134090909090909,1,0,pattern
S68,276,DSA,Queue,0,3,10,8.0,3,0.8947499999999999,0,0,mixed
S68,24,DSA,Stack,1,2,14,8.0,0,0.6391071428571429,0,1,mixed
S68,97,DSA,Stack,0,5,9,8.0,5,0.9941666666666666,1,0,conceptual
S68,1,DSA,Stack,1,4,9,6.0,0,0.9941666666666666,0,0,mixed
S68,96,DSA,Stack,1,1,11,8.0,0,0.8134090909090909,0,1,mixed
S68,53,DSA,Stack,1,2,10,8.0,0,0.8947499999999999,0,1,mixed
S68,190,DSA,Queue,0,2,4,8.0,2,2.236875,0,0,trial
S69,268,DSA,Queue,0,5,8,8.0,5,1.1184375,1,0,pattern
S69,211,DSA,Queue,1,5,15,8.0,0,0.5965,0,0,conceptual
S69,80,DSA,Stack,0,2,8,8.0,2,1.1184375,0,0,conceptual
S69,202,DSA,Queue,0,1,11,8.0,1,0.8134090909090909,0,0,mixed
S69,94,DSA,Stack,0,3,6,8.0,3,1.49125,0,0,trial
S69,233,DSA,Queue,0,5,5,8.0,5,1.7895,1,0,trial
S69,274,DSA,Queue,1,4,9,8.0,0,0.9941666666666666,0,0,mixed
S69,65,DSA,Stack,0,5,11,8.0,5,0.8134090909090909,1,0,mixed
S69,201,DSA,Queue,0,2,13,8.0,2,0.6882692307692307,0,0,trial
S69,46,DSA,Stack,0,1,8,8.0,1,1.1184375,0,0,mixed
S70,110,DSA,Stack,0,5,4,8.0,5,2.236875,1,0,trial
S70,51,DSA,Stack,0,2,13,8.0,2,0.6882692307692307,0,0,mixed
S70,182,DSA,Queue,1,2,9,8.0,0,0.9941666666666666,0,1,mixed
S70,167,DSA,Stack,1,1,8,8.0,0,1.1184375,0,1,mixed
S70,129,DSA,Stack,0,3,9,8.0,3,0.9941666666666666,0,0,mixed
S70,135,DSA,Stack,1,2,7,8.0,0,1.2782142857142855,0,1,mixed
S70,256,DSA,Queue,0,5,3,8.0,5,2.9825,1,0,trial
S70,24,DSA,Stack,1,5,14,8.0,0,0.6391071428571429,0,0,conceptual
S70,152,DSA,Stack,0,2,5,8.0,2,1.7895,0,0,trial
