id,subject,topic,concept,type,format,difficulty,question,optionA,optionB,optionC,optionD,answer,expected_time,concept_group
210,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
211,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,dequeue operation
212,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
213,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
214,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,dequeue operation
215,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,dequeue operation
216,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
217,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
218,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,dequeue operation
219,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
220,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8,dequeue operation
221,DSA,Queue,circular queue,conceptual,mcq,2,Which statement describes circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
222,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
223,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
224,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
225,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
226,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,circular queue
227,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
228,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
229,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,circular queue
230,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,circular queue
231,DSA,Queue,circular queue,conceptual,mcq,2,Which statement describes circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
232,DSA,Queue,circular queue,conceptual,mcq,2,Which statement describes circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
233,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
234,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
235,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,circular queue
236,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
237,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
238,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
239,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,circular queue
240,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8,circular queue
241,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
242,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,priority queue
243,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
244,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,priority queue
245,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
246,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
247,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,priority queue
248,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,priority queue
249,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,priority queue
250,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
251,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
252,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,priority queue
253,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,priority queue
254,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,priority queue
255,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
256,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,priority queue
257,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
258,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8,priority queue
259,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,priority queue
260,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8,priority queue
261,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
262,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is used in which situation?,Stack,Queue,Tree,Graph,B,8,BFS usage
263,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
264,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
265,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
266,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
267,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is used in which situation?,Stack,Queue,Tree,Graph,B,8,BFS usage
268,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,BFS usage
269,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,BFS usage
270,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
271,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
272,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
273,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
274,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
275,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
276,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
277,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is used in which situation?,Stack,Queue,Tree,Graph,B,8,BFS usage
278,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8,BFS usage
279,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,BFS usage
280,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8,BFS usage
